date,open,high,low,close,volume
1996-08-12,5.804,5.8835,5.7421,5.804,3765096
1996-08-13,5.751,5.7864,5.6185,5.6715,4261576
1996-08-14,5.698,5.7952,5.6892,5.7775,3574121
1996-08-15,5.7687,5.8128,5.7422,5.7775,2178983
1996-08-16,5.7687,5.804,5.7157,5.7245,3132164
1996-08-19,5.7068,5.7333,5.6361,5.7068,2133742
1996-08-20,5.7068,5.7157,5.6185,5.6185,2356067
1996-08-21,5.5655,5.6715,5.5478,5.6715,3241285
1996-08-22,5.7156,5.8658,5.698,5.8658,4105382
1996-08-23,5.8393,5.8746,5.7642,5.7686,2268621
1996-08-26,5.7509,5.7598,5.6891,5.7421,2314480
1996-08-27,5.751,5.7686,5.6715,5.7598,2899717
1996-08-28,5.7774,5.8128,5.7333,5.7421,2262578
1996-08-29,5.7333,5.7863,5.7157,5.751,2620485
1996-08-30,5.7421,5.7598,5.6361,5.6405,1841881
1996-09-03,5.5919,5.7863,5.5477,5.7686,3565986
1996-09-04,5.7775,5.8305,5.751,5.8128,2789409
1996-09-05,5.7687,5.7952,5.6803,5.698,3847139
1996-09-06,5.7509,5.804,5.6891,5.7421,2773452
1996-09-09,5.751,5.91,5.7422,5.9012,3981889
1996-09-10,5.8924,5.973,5.8482,5.9586,5501799
1996-09-11,5.9277,6.016,5.9189,6.0072,3309699
1996-09-12,6.0249,6.0514,5.9807,6.0337,3476930
1996-09-13,6.1176,6.2534,6.0425,6.228,5861551
1996-09-16,6.228,6.3163,6.1926,6.2633,4972296
1996-09-17,6.6786,6.7139,6.5284,6.6609,10812242
1996-09-18,6.7051,6.8906,6.5991,6.7581,7336684
1996-09-19,6.7315,6.8905,6.7139,6.8552,4676801
1996-09-20,6.864,6.9612,6.7845,6.8817,5742976
1996-09-23,6.8288,6.8552,6.7316,6.7669,3460299
1996-09-24,6.7934,6.9082,6.7934,6.8199,4485558
1996-09-25,6.8641,6.8906,6.8022,6.8729,3268066
1996-09-26,6.8994,7.0319,6.8198,6.8817,5838977
1996-09-27,6.9082,6.9082,6.8199,6.8464,2380245
1996-09-30,6.8376,6.8552,6.7315,6.7448,3015448
1996-10-01,6.6874,6.7934,6.6609,6.7669,3952067
1996-10-02,6.7846,7.0231,6.7758,6.9966,5082556
1996-10-03,6.9877,7.0849,6.9347,7.0319,5042897
1996-10-04,7.1202,7.1909,7.0672,7.1865,3133216
1996-10-07,7.1909,7.4206,7.1909,7.4029,3683655
1996-10-08,7.4559,7.562,7.1644,7.1821,7925828
1996-10-09,7.3323,7.3499,7.1203,7.1291,7425811
1996-10-10,7.0142,7.1997,7.0054,7.0584,4754373
1996-10-11,7.2528,7.4471,7.2439,7.4471,6248216
1996-10-14,7.5354,7.6503,7.4648,7.6061,6323797
1996-10-15,8.0655,8.0655,7.7552,7.8535,11322419
1996-10-16,7.8093,7.9849,7.7055,7.9595,6155006
1996-10-17,8.0037,8.0479,7.827,7.827,4776512
1996-10-18,7.827,7.827,7.721,7.774,4399914
1996-10-21,7.7475,7.8613,7.5708,7.615,4699688
1996-10-22,7.5619,7.6149,7.4029,7.4559,6868870
1996-10-23,7.4383,7.7386,7.4029,7.7298,5876037
1996-10-24,7.7652,7.8623,7.5973,7.5973,4901453
1996-10-25,7.5796,7.7298,7.4471,7.4471,4021589
1996-10-28,7.4825,7.5973,7.4648,7.4913,4354226
1996-10-29,7.5354,7.5796,7.3322,7.3764,5487536
1996-10-30,7.4153,7.5921,7.4065,7.5479,4945200
1996-10-31,7.5833,7.7866,7.5745,7.7689,4675798
1996-11-01,7.7689,7.7689,7.6363,7.6893,4345773
1996-11-04,7.6981,7.8307,7.6628,7.8042,3311761
1996-11-05,7.8042,8.087,7.8042,8.0605,5826638
1996-11-06,8.0605,8.4406,8.0075,8.4052,7902847
1996-11-07,8.4847,8.8206,8.3964,8.635,9138795
1996-11-08,8.6174,8.6969,8.5113,8.6439,4887646
1996-11-11,8.6262,8.7676,8.5732,8.7588,3475826
1996-11-12,8.8383,8.8472,8.4936,8.5555,6989433
1996-11-13,8.5643,8.582,8.3798,8.4494,5159239
1996-11-14,8.3875,8.5731,8.3522,8.4759,5483225
1996-11-15,8.5024,8.5024,8.1577,8.1931,8579495
1996-11-18,8.2196,8.2726,8.034,8.1577,6943653
1996-11-19,8.1401,8.5555,8.1312,8.5378,6361258
1996-11-20,8.582,8.8029,8.53,8.5466,7028684
1996-11-21,8.6085,8.6173,8.3256,8.4052,6778564
1996-11-22,8.4671,8.6704,8.4317,8.6615,5375532
1996-11-25,8.6173,8.6704,8.4406,8.5908,4402393
1996-11-26,8.6173,8.8029,8.4494,8.7499,8834776
1996-11-27,8.7941,8.9974,8.7322,8.9532,6016597
1996-11-29,8.9709,8.9974,8.9532,8.9709,1384772
1996-12-02,8.9089,9.015,8.7941,8.9885,4402714
1996-12-03,9.0063,9.1477,8.8825,8.9002,5361253
1996-12-04,8.9797,9.1654,8.9002,9.1565,6879862
1996-12-05,9.2184,9.2184,8.9974,9.0681,5812125
1996-12-06,8.8029,9.0239,8.7234,8.8869,7391180
1996-12-09,8.8913,9.2007,8.8913,9.2007,4228193
1996-12-10,9.3863,9.4305,9.1211,9.13,6102147
1996-12-11,9.1034,9.6867,9.0504,9.6779,11881156
1996-12-12,9.9784,10.0049,9.669,9.6779,10746240
1996-12-13,9.6603,9.6957,9.3333,9.3598,8843189
1996-12-16,9.4305,9.4658,8.9709,8.9974,8397045
1996-12-17,8.9532,9.2537,8.9355,9.1918,8455721
1996-12-18,9.3509,9.6073,9.2802,9.5984,6067575
1996-12-19,9.7133,9.8193,9.616,9.7221,6352639
1996-12-20,9.7574,9.7751,9.4923,9.5188,7575037
1996-12-23,9.5365,9.5365,9.3421,9.3509,4072906
1996-12-24,9.3598,9.5896,9.2537,9.5807,2464425
1996-12-26,9.6073,9.7752,9.5542,9.6603,3512476
1996-12-27,9.6956,9.7045,9.5365,9.5719,2359503
1996-12-30,9.6249,9.6602,9.4216,9.4216,3237212
1996-12-31,9.4305,9.4746,9.2448,9.2581,3628812
1997-01-02,9.3155,9.3332,9.0239,9.2183,6905424
